"","SUBJECT_ID","ACTIVITY_LABEL","variable","mean"
"1",1,"LAYING","time_BodyAcc_std_X",-0.9280564692
"2",1,"LAYING","time_BodyAcc_std_Y",-0.83682740562
"3",1,"LAYING","time_BodyAcc_std_Z",-0.826061401628
"4",1,"LAYING","time_GravityAcc_std_X",-0.8968300184
"5",1,"LAYING","time_GravityAcc_std_Y",-0.90772000676
"6",1,"LAYING","time_GravityAcc_std_Z",-0.85236629022
"7",1,"LAYING","time_BodyAccJerk_std_X",-0.958482112
"8",1,"LAYING","time_BodyAccJerk_std_Y",-0.9241492736
"9",1,"LAYING","time_BodyAccJerk_std_Z",-0.9548551108
"10",1,"LAYING","time_BodyGyro_std_X",-0.87354386782
"11",1,"LAYING","time_BodyGyro_std_Y",-0.9510904402
"12",1,"LAYING","time_BodyGyro_std_Z",-0.9082846626
"13",1,"LAYING","time_BodyGyroJerk_std_X",-0.9186085208
"14",1,"LAYING","time_BodyGyroJerk_std_Y",-0.9679072436
"15",1,"LAYING","time_BodyGyroJerk_std_Z",-0.9577901596
"16",1,"LAYING","time_BodyAccMag_std",-0.79514486386
"17",1,"LAYING","time_GravityAccMag_std",-0.79514486386
"18",1,"LAYING","time_BodyAccJerkMag_std",-0.9282456284
"19",1,"LAYING","time_BodyGyroMag_std",-0.81901016976
"20",1,"LAYING","time_BodyGyroJerkMag_std",-0.9358409828
"21",1,"LAYING","frequency_BodyAcc_std_X",-0.9244374346
"22",1,"LAYING","frequency_BodyAcc_std_Y",-0.8336255561
"23",1,"LAYING","frequency_BodyAcc_std_Z",-0.81289155944
"24",1,"LAYING","frequency_BodyAccJerk_std_X",-0.9641607086
"25",1,"LAYING","frequency_BodyAccJerk_std_Y",-0.9322178704
"26",1,"LAYING","frequency_BodyAccJerk_std_Z",-0.9605869872
"27",1,"LAYING","frequency_BodyGyro_std_X",-0.8822964508
"28",1,"LAYING","frequency_BodyGyro_std_Y",-0.9512320494
"29",1,"LAYING","frequency_BodyGyro_std_Z",-0.9165825082
"30",1,"LAYING","frequency_BodyAccMag_std",-0.7983009404
"31",1,"LAYING","frequency_BodyBodyAccJerkMag_std",-0.9218039756
"32",1,"LAYING","frequency_BodyBodyGyroMag_std",-0.82431943968
"33",1,"LAYING","frequency_BodyBodyGyroJerkMag_std",-0.9326606676
"34",1,"LAYING","time_BodyAcc_mean_X",0.22159824394
"35",1,"LAYING","time_BodyAcc_mean_Y",-0.0405139534294
"36",1,"LAYING","time_BodyAcc_mean_Z",-0.11320355358
"37",1,"LAYING","time_GravityAcc_mean_X",-0.24888179828
"38",1,"LAYING","time_GravityAcc_mean_Y",0.70554977346
"39",1,"LAYING","time_GravityAcc_mean_Z",0.4458177198
"40",1,"LAYING","time_BodyAccJerk_mean_X",0.0810865342
"41",1,"LAYING","time_BodyAccJerk_mean_Y",0.0038382040088
"42",1,"LAYING","time_BodyAccJerk_mean_Z",0.010834236361
"43",1,"LAYING","time_BodyGyro_mean_X",-0.016553093978
"44",1,"LAYING","time_BodyGyro_mean_Y",-0.064486124088
"45",1,"LAYING","time_BodyGyro_mean_Z",0.14868943626
"46",1,"LAYING","time_BodyGyroJerk_mean_X",-0.107270949192
"47",1,"LAYING","time_BodyGyroJerk_mean_Y",-0.04151728689
"48",1,"LAYING","time_BodyGyroJerk_mean_Z",-0.0740501211
"49",1,"LAYING","time_BodyAccMag_mean",-0.8419291525
"50",1,"LAYING","time_GravityAccMag_mean",-0.8419291525
"51",1,"LAYING","time_BodyAccJerkMag_mean",-0.9543962646
"52",1,"LAYING","time_BodyGyroMag_mean",-0.874759548
"53",1,"LAYING","time_BodyGyroJerkMag_mean",-0.96346103
"54",1,"LAYING","frequency_BodyAcc_mean_X",-0.9390990524
"55",1,"LAYING","frequency_BodyAcc_mean_Y",-0.86706520518
"56",1,"LAYING","frequency_BodyAcc_mean_Z",-0.8826668762
"57",1,"LAYING","frequency_BodyAcc_meanFreq_X",-0.158792670508
"58",1,"LAYING","frequency_BodyAcc_meanFreq_Y",0.097534841586
"59",1,"LAYING","frequency_BodyAcc_meanFreq_Z",0.08943765522
"60",1,"LAYING","frequency_BodyAccJerk_mean_X",-0.9570738838
"61",1,"LAYING","frequency_BodyAccJerk_mean_Y",-0.9224626098
"62",1,"LAYING","frequency_BodyAccJerk_mean_Z",-0.9480609042
"63",1,"LAYING","frequency_BodyAccJerk_meanFreq_X",0.132419092398
"64",1,"LAYING","frequency_BodyAccJerk_meanFreq_Y",0.024513618956
"65",1,"LAYING","frequency_BodyAccJerk_meanFreq_Z",0.02438794528
"66",1,"LAYING","frequency_BodyGyro_mean_X",-0.850249174586
"67",1,"LAYING","frequency_BodyGyro_mean_Y",-0.9521914948
"68",1,"LAYING","frequency_BodyGyro_mean_Z",-0.909302721
"69",1,"LAYING","frequency_BodyGyro_meanFreq_X",-0.003546795856
"70",1,"LAYING","frequency_BodyGyro_meanFreq_Y",-0.091529130882
"71",1,"LAYING","frequency_BodyGyro_meanFreq_Z",0.01045812566
"72",1,"LAYING","frequency_BodyAccMag_mean",-0.8617676481
"73",1,"LAYING","frequency_BodyAccMag_meanFreq",0.08640856294
"74",1,"LAYING","frequency_BodyBodyAccJerkMag_mean",-0.9333003608
"75",1,"LAYING","frequency_BodyBodyAccJerkMag_meanFreq",0.26639115416
"76",1,"LAYING","frequency_BodyBodyGyroMag_mean",-0.8621901854
"77",1,"LAYING","frequency_BodyBodyGyroMag_meanFreq",-0.1397750127
"78",1,"LAYING","frequency_BodyBodyGyroJerkMag_mean",-0.9423669466
"79",1,"LAYING","frequency_BodyBodyGyroJerkMag_meanFreq",0.17648590708
"80",1,"SITTING","time_BodyAcc_std_X",-0.977229008297872
"81",1,"SITTING","time_BodyAcc_std_Y",-0.922618641914894
"82",1,"SITTING","time_BodyAcc_std_Z",-0.93958629106383
"83",1,"SITTING","time_GravityAcc_std_X",-0.968457145744681
"84",1,"SITTING","time_GravityAcc_std_Y",-0.935517055957447
"85",1,"SITTING","time_GravityAcc_std_Z",-0.949040933191489
"86",1,"SITTING","time_BodyAccJerk_std_X",-0.986430711276596
"87",1,"SITTING","time_BodyAccJerk_std_Y",-0.981371965319149
"88",1,"SITTING","time_BodyAccJerk_std_Z",-0.987910804468085
"89",1,"SITTING","time_BodyGyro_std_X",-0.977211283191489
"90",1,"SITTING","time_BodyGyro_std_Y",-0.966473895319149
"91",1,"SITTING","time_BodyGyro_std_Z",-0.941425920851064
"92",1,"SITTING","time_BodyGyroJerk_std_X",-0.99173159212766
"93",1,"SITTING","time_BodyGyroJerk_std_Y",-0.989518068510638
"94",1,"SITTING","time_BodyGyroJerk_std_Z",-0.987935806382979
"95",1,"SITTING","time_BodyAccMag_std",-0.927078418723404
"96",1,"SITTING","time_GravityAccMag_std",-0.927078418723404
"97",1,"SITTING","time_BodyAccJerkMag_std",-0.984120024042553
"98",1,"SITTING","time_BodyGyroMag_std",-0.934531840425532
"99",1,"SITTING","time_BodyGyroJerkMag_std",-0.988308728510638
"100",1,"SITTING","frequency_BodyAcc_std_X",-0.976412313191489
"101",1,"SITTING","frequency_BodyAcc_std_Y",-0.917275006382979
"102",1,"SITTING","frequency_BodyAcc_std_Z",-0.934469558085106
"103",1,"SITTING","frequency_BodyAccJerk_std_X",-0.987492994468085
"104",1,"SITTING","frequency_BodyAccJerk_std_Y",-0.982513909574468
"105",1,"SITTING","frequency_BodyAccJerk_std_Z",-0.988339184893617
"106",1,"SITTING","frequency_BodyGyro_std_X",-0.977904227021277
"107",1,"SITTING","frequency_BodyGyro_std_Y",-0.962345042553192
"108",1,"SITTING","frequency_BodyGyro_std_Z",-0.94391784106383
"109",1,"SITTING","frequency_BodyAccMag_std",-0.928444801702128
"110",1,"SITTING","frequency_BodyBodyAccJerkMag_std",-0.981606177446808
"111",1,"SITTING","frequency_BodyBodyGyroMag_std",-0.932198374893617
"112",1,"SITTING","frequency_BodyBodyGyroJerkMag_std",-0.987049617234043
"113",1,"SITTING","time_BodyAcc_mean_X",0.261237565425532
"114",1,"SITTING","time_BodyAcc_mean_Y",-0.00130828765170213
"115",1,"SITTING","time_BodyAcc_mean_Z",-0.104544182255319
"116",1,"SITTING","time_GravityAcc_mean_X",0.831509933404255
"117",1,"SITTING","time_GravityAcc_mean_Y",0.204411592680851
"118",1,"SITTING","time_GravityAcc_mean_Z",0.332043702765957
"119",1,"SITTING","time_BodyAccJerk_mean_X",0.0774825199574468
"120",1,"SITTING","time_BodyAccJerk_mean_Y",-0.000619102785106384
"121",1,"SITTING","time_BodyAccJerk_mean_Z",-0.00336779235021277
"122",1,"SITTING","time_BodyGyro_mean_X",-0.045350056512766
"123",1,"SITTING","time_BodyGyro_mean_Y",-0.0919241549361702
"124",1,"SITTING","time_BodyGyro_mean_Z",0.0629313811914894
"125",1,"SITTING","time_BodyGyroJerk_mean_X",-0.0936793807234043
"126",1,"SITTING","time_BodyGyroJerk_mean_Y",-0.0402118124255319
"127",1,"SITTING","time_BodyGyroJerk_mean_Z",-0.046702627
"128",1,"SITTING","time_BodyAccMag_mean",-0.948536786170213
"129",1,"SITTING","time_GravityAccMag_mean",-0.948536786170213
"130",1,"SITTING","time_BodyAccJerkMag_mean",-0.987364195531915
"131",1,"SITTING","time_BodyGyroMag_mean",-0.93089249
"132",1,"SITTING","time_BodyGyroJerkMag_mean",-0.991976341276596
"133",1,"SITTING","frequency_BodyAcc_mean_X",-0.979641238723404
"134",1,"SITTING","frequency_BodyAcc_mean_Y",-0.944084550425532
"135",1,"SITTING","frequency_BodyAcc_mean_Z",-0.959184889148936
"136",1,"SITTING","frequency_BodyAcc_meanFreq_X",-0.0495135975489362
"137",1,"SITTING","frequency_BodyAcc_meanFreq_Y",0.0759460768510638
"138",1,"SITTING","frequency_BodyAcc_meanFreq_Z",0.238829870148936
"139",1,"SITTING","frequency_BodyAccJerk_mean_X",-0.986597022553191
"140",1,"SITTING","frequency_BodyAccJerk_mean_Y",-0.981579467021277
"141",1,"SITTING","frequency_BodyAccJerk_mean_Z",-0.986053092340425
"142",1,"SITTING","frequency_BodyAccJerk_meanFreq_X",0.256610823568085
"143",1,"SITTING","frequency_BodyAccJerk_meanFreq_Y",0.0475437839595745
"144",1,"SITTING","frequency_BodyAccJerk_meanFreq_Z",0.0923920032553192
"145",1,"SITTING","frequency_BodyGyro_mean_X",-0.976161464042553
"146",1,"SITTING","frequency_BodyGyro_mean_Y",-0.975838585319149
"147",1,"SITTING","frequency_BodyGyro_mean_Z",-0.951315544468085
"148",1,"SITTING","frequency_BodyGyro_meanFreq_X",0.189153021260851
"149",1,"SITTING","frequency_BodyGyro_meanFreq_Y",0.0631270669787234
"150",1,"SITTING","frequency_BodyGyro_meanFreq_Z",-0.0297839207446809
"151",1,"SITTING","frequency_BodyAccMag_mean",-0.947782922553192
"152",1,"SITTING","frequency_BodyAccMag_meanFreq",0.236655011680851
"153",1,"SITTING","frequency_BodyBodyAccJerkMag_mean",-0.985262126808511
"154",1,"SITTING","frequency_BodyBodyAccJerkMag_meanFreq",0.351852201957447
"155",1,"SITTING","frequency_BodyBodyGyroMag_mean",-0.958435589361702
"156",1,"SITTING","frequency_BodyBodyGyroMag_meanFreq",-0.000262186717021277
"157",1,"SITTING","frequency_BodyBodyGyroJerkMag_mean",-0.989797547234043
"158",1,"SITTING","frequency_BodyBodyGyroJerkMag_meanFreq",0.184775928085106
"159",1,"STANDING","time_BodyAcc_std_X",-0.995759901509434
"160",1,"STANDING","time_BodyAcc_std_Y",-0.973190056415094
"161",1,"STANDING","time_BodyAcc_std_Z",-0.979775876981132
"162",1,"STANDING","time_GravityAcc_std_X",-0.99376298509434
"163",1,"STANDING","time_GravityAcc_std_Y",-0.981225957924528
"164",1,"STANDING","time_GravityAcc_std_Z",-0.976324063584906
"165",1,"STANDING","time_BodyAccJerk_std_X",-0.994604542264151
"166",1,"STANDING","time_BodyAccJerk_std_Y",-0.98564873245283
"167",1,"STANDING","time_BodyAccJerk_std_Z",-0.992251177358491
"168",1,"STANDING","time_BodyGyro_std_X",-0.987191946603774
"169",1,"STANDING","time_BodyGyro_std_Y",-0.98773444
"170",1,"STANDING","time_BodyGyro_std_Z",-0.980645626981132
"171",1,"STANDING","time_BodyGyroJerk_std_X",-0.992945106981132
"172",1,"STANDING","time_BodyGyroJerk_std_Y",-0.995137917358491
"173",1,"STANDING","time_BodyGyroJerk_std_Z",-0.992108467169811
"174",1,"STANDING","time_BodyAccMag_std",-0.981942928867925
"175",1,"STANDING","time_GravityAccMag_std",-0.981942928867925
"176",1,"STANDING","time_BodyAccJerkMag_std",-0.993096209433962
"177",1,"STANDING","time_BodyGyroMag_std",-0.978690028679245
"178",1,"STANDING","time_BodyGyroJerkMag_std",-0.994733238679245
"179",1,"STANDING","frequency_BodyAcc_std_X",-0.99602834509434
"180",1,"STANDING","frequency_BodyAcc_std_Y",-0.972293102075472
"181",1,"STANDING","frequency_BodyAcc_std_Z",-0.977937259622642
"182",1,"STANDING","frequency_BodyAccJerk_std_X",-0.995073759245283
"183",1,"STANDING","frequency_BodyAccJerk_std_Y",-0.987018226792453
"184",1,"STANDING","frequency_BodyAccJerk_std_Z",-0.992349818113208
"185",1,"STANDING","frequency_BodyGyro_std_X",-0.987497128679245
"186",1,"STANDING","frequency_BodyGyro_std_Y",-0.987107727735849
"187",1,"STANDING","frequency_BodyGyro_std_Z",-0.98234533
"188",1,"STANDING","frequency_BodyAccMag_std",-0.982313804716981
"189",1,"STANDING","frequency_BodyBodyAccJerkMag_std",-0.992536003396226
"190",1,"STANDING","frequency_BodyBodyGyroMag_std",-0.978466072075472
"191",1,"STANDING","frequency_BodyBodyGyroJerkMag_std",-0.994671123207547
"192",1,"STANDING","time_BodyAcc_mean_X",0.278917629056604
"193",1,"STANDING","time_BodyAcc_mean_Y",-0.0161375901037736
"194",1,"STANDING","time_BodyAcc_mean_Z",-0.110601817735849
"195",1,"STANDING","time_GravityAcc_mean_X",0.942952000377358
"196",1,"STANDING","time_GravityAcc_mean_Y",-0.272983832264151
"197",1,"STANDING","time_GravityAcc_mean_Z",0.0134905823226415
"198",1,"STANDING","time_BodyAccJerk_mean_X",0.0753766542264151
"199",1,"STANDING","time_BodyAccJerk_mean_Y",0.00797573092830189
"200",1,"STANDING","time_BodyAccJerk_mean_Z",-0.00368524954709434
"201",1,"STANDING","time_BodyGyro_mean_X",-0.0239877347979245
"202",1,"STANDING","time_BodyGyro_mean_Y",-0.0593972209811321
"203",1,"STANDING","time_BodyGyro_mean_Z",0.074800751
"204",1,"STANDING","time_BodyGyroJerk_mean_X",-0.0996092129056604
"205",1,"STANDING","time_BodyGyroJerk_mean_Y",-0.0440627877924528
"206",1,"STANDING","time_BodyGyroJerk_mean_Z",-0.0489505466716981
"207",1,"STANDING","time_BodyAccMag_mean",-0.984278207358491
"208",1,"STANDING","time_GravityAccMag_mean",-0.984278207358491
"209",1,"STANDING","time_BodyAccJerkMag_mean",-0.992367790566038
"210",1,"STANDING","time_BodyGyroMag_mean",-0.976493792830189
"211",1,"STANDING","time_BodyGyroJerkMag_mean",-0.994966790566038
"212",1,"STANDING","frequency_BodyAcc_mean_X",-0.995249932641509
"213",1,"STANDING","frequency_BodyAcc_mean_Y",-0.977070847735849
"214",1,"STANDING","frequency_BodyAcc_mean_Z",-0.985297098679245
"215",1,"STANDING","frequency_BodyAcc_meanFreq_X",0.0865153619088679
"216",1,"STANDING","frequency_BodyAcc_meanFreq_Y",0.117478948718868
"217",1,"STANDING","frequency_BodyAcc_meanFreq_Z",0.244858585792453
"218",1,"STANDING","frequency_BodyAccJerk_mean_X",-0.994630797358491
"219",1,"STANDING","frequency_BodyAccJerk_mean_Y",-0.985418704528302
"220",1,"STANDING","frequency_BodyAccJerk_mean_Z",-0.990752166037736
"221",1,"STANDING","frequency_BodyAccJerk_meanFreq_X",0.314182940150943
"222",1,"STANDING","frequency_BodyAccJerk_meanFreq_Y",0.0391618954943396
"223",1,"STANDING","frequency_BodyAccJerk_meanFreq_Z",0.138581478749057
"224",1,"STANDING","frequency_BodyGyro_mean_X",-0.986386786037736
"225",1,"STANDING","frequency_BodyGyro_mean_Y",-0.988984455849057
"226",1,"STANDING","frequency_BodyGyro_mean_Z",-0.980773122830189
"227",1,"STANDING","frequency_BodyGyro_meanFreq_X",-0.120293020603774
"228",1,"STANDING","frequency_BodyGyro_meanFreq_Y",-0.0447191978169811
"229",1,"STANDING","frequency_BodyGyro_meanFreq_Z",0.100607635139623
"230",1,"STANDING","frequency_BodyAccMag_mean",-0.985356361132075
"231",1,"STANDING","frequency_BodyAccMag_meanFreq",0.284555290773585
"232",1,"STANDING","frequency_BodyBodyAccJerkMag_mean",-0.99254247754717
"233",1,"STANDING","frequency_BodyBodyAccJerkMag_meanFreq",0.422220102264151
"234",1,"STANDING","frequency_BodyBodyGyroMag_mean",-0.984617623396226
"235",1,"STANDING","frequency_BodyBodyGyroMag_meanFreq",-0.0286057725328302
"236",1,"STANDING","frequency_BodyBodyGyroJerkMag_mean",-0.994815376981132
"237",1,"STANDING","frequency_BodyBodyGyroJerkMag_meanFreq",0.334498734301887
"238",1,"WALKING","time_BodyAcc_std_X",-0.283740258842105
"239",1,"WALKING","time_BodyAcc_std_Y",0.114461336747368
"240",1,"WALKING","time_BodyAcc_std_Z",-0.260027902210526
"241",1,"WALKING","time_GravityAcc_std_X",-0.976609642526316
"242",1,"WALKING","time_GravityAcc_std_Y",-0.971305961473684
"243",1,"WALKING","time_GravityAcc_std_Z",-0.947717226105263
